Worm_Gen_Rate, Saturation_Point_ETED
3.000000e+004, 1.974417e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.300000e+005, 2.750372e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.300000e+005, 2.750372e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.300000e+005, 2.750372e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844770e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844770e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844770e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844770e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844770e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.421699e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.844730e-006
Worm_Gen_Rate, Saturation_Point_ETED
2.000000e+001, 1.844793e-006
Worm_Gen_Rate, Saturation_Point_ETED
5.000000e+004, 2.075733e-006
Worm_Gen_Rate, Saturation_Point_ETED
2.000000e+002, 1.845759e-006
Worm_Gen_Rate, Saturation_Point_ETED
5.555500e+004, 2.107220e-006
Worm_Gen_Rate, Saturation_Point_ETED
5.555500e+004, 2.107220e-006
Worm_Gen_Rate, Saturation_Point_ETED
5.555500e+004, 2.107220e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.500000e+005, 3.052535e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.547479e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.331967e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.331967e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.331967e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.331967e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+000, 1.840913e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+000, 1.840913e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+001, 1.855080e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+004, 1.880751e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+004, 1.920790e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+003, 1.847548e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+003, 1.860581e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+004, 1.878514e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+004, 1.920790e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+004, 1.876732e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+004, 1.920790e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 3.903657e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 2.331713e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.000000e+005, 3.903657e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.050000e+005, 4.562690e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.100000e+005, 5.986715e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.150000e+005, 8.142012e-006
Worm_Gen_Rate, Saturation_Point_ETED
1.180000e+005, 1.838501e-005
