1.0000000000e+000, 1.8544022804e-006
1.0000000000e+002, 1.8552772418e-006
1.0000000000e+003, 1.8602767202e-006
1.0500000000e+005, 5.2189149128e-006
1.1250000000e+005, -1
1.0875000000e+005, 6.9567128339e-006
1.1062500000e+005, 8.7073175333e-006
1.1156250000e+005, 1.1623101349e-005
1.1203125000e+005, 3.0161666668e-005
1.1226562500e+005, -1
1.1214843750e+005, -1
1.1208984375e+005, 2.3260681218e-005
1.1211914063e+005, 2.0759131234e-005
1.1213378906e+005, 1.4760050573e-005
1.1214111328e+005, 1.3321955697e-005
1.1214477539e+005, 3.2076219484e-005
1.1214660645e+005, -1
1.1214569092e+005, 1.6826359196e-005
1.1214637756e+005, -1
1.1214626312e+005, -1
