1.0000000000e+000, 1.8548464539e-006
1.0000000000e+002, 1.8557322627e-006
1.0000000000e+003, 1.8600628029e-006
1.0500000000e+005, 4.6395265357e-006
1.1250000000e+005, 6.8185916059e-006
1.1625000000e+005, 1.0820045892e-005
1.1906250000e+005, 2.1841524608e-005
1.1953125000e+005, 2.3795101766e-005
1.1976562500e+005, 2.5016928247e-005
1.1988281250e+005, 3.6665720753e-005
1.1994140625e+005, 3.3095767201e-005
1.1997070313e+005, 3.5978792897e-005
1.1998535156e+005, 3.2013351235e-005
1.1999267578e+005, 3.7356872807e-005
1.1999816895e+005, 3.5415157653e-005
1.1999908447e+005, 3.1194521849e-005
1.1999954224e+005, 3.2731655080e-005
1.1999977112e+005, 2.6694597332e-005
1.1999988556e+005, 2.7499497199e-005
1.1999994278e+005, 2.6079707544e-005
1.1999997139e+005, 2.7824477081e-005
1.1999998570e+005, 2.7824476335e-005
